35, -50, -30, 35, -50, -30, 
35.235, -49.918, -29.5354, 34.6556, -49.3987, -29.508, 
35.4762, -49.3014, -29.5434, 34.09, -49.2257, -29.0479, 
35.2534, -48.6845, -29.4275, 33.638, -48.677, -28.8219, 
34.9853, -48.1002, -29.0252, 33.2262, -48.2478, -28.5557, 
34.2511, -48.4197, -29.025, 32.9666, -47.7458, -28.7545, 
34.3318, -48.6297, -29.4094, 32.3693, -47.0883, -28.866, 
34.5789, -48.2086, -28.9197, 32.0042, -46.5355, -28.5781, 
35.0413, -48.1016, -28.9873, 31.6031, -45.7568, -28.5248, 
35.408, -47.9731, -28.2694, 31.0398, -45.7029, -28.4089, 
34.9793, -47.3508, -28.1676, 30.9944, -45.2075, -27.9953, 
34.3635, -46.8366, -28.0196, 31.267, -44.9719, -27.5429, 
33.5847, -46.5812, -27.756, 31.4592, -44.8474, -27.0886, 
33.3752, -45.924, -27.7523, 31.2109, -44.2233, -27.3588, 
32.8063, -45.5465, -27.149, 31.0964, -44.2221, -26.9628, 
32.9583, -44.9138, -26.4141, 31.2072, -44.3058, -26.8319, 
33.0213, -44.4592, -25.8784, 30.7929, -44.3356, -26.2575, 
32.8882, -44.5841, -25.2972, 30.4782, -43.6078, -26.2672, 
33.1169, -44.8079, -24.5046, 30.6742, -43.8242, -25.838, 
32.5411, -44.2336, -24.0099, 30.4906, -43.942, -26.0532, 
32.2022, -43.8407, -23.5003, 29.9593, -43.5074, -26.0529, 
31.8602, -43.1906, -23.3025, 29.5397, -43.6991, -25.5962, 
31.915, -42.302, -23.3382, 29.4665, -43.2534, -25.6413, 
31.2757, -42.1416, -23.0906, 29.6287, -42.6825, -26.0312, 
30.4752, -42.0284, -22.6808, 29.8094, -42.4602, -25.7208, 
30.0326, -41.498, -22.2182, 29.2658, -42.4343, -25.6085, 
30.1361, -40.8566, -21.7094, 29.4226, -42.3665, -25.0702, 
30.2097, -40.219, -21.2472, 29.5187, -42.0482, -25.584, 
29.7171, -40.2579, -20.5727, 29.4546, -41.7383, -25.1359, 
29.5281, -39.9834, -20.1325, 29.6083, -41.4811, -24.3579, 
